Area,Body type:,Brand:,Condition:,Engine capacity:,Fuel type:,Kilometers run:,Listing Title,Model:,Posted On,Price,Registration year:,Sold By,Subarea,Transmission:,Trim / Edition:,URL,Views,Year of Manufacture:
"Dhaka
1320
views",Saloon,Mitsubishi,Used,"1,500 cc",Octane,"52,000 km",Mitsubishi Lancer EX 2011,Lancer,26/07/2025 21:44,"Tk 1,700,000",2012,Company,Baridhara,Automatic,EX,https://bikroy.com/en/ad/mitsubishi-lancer-ex-2011-for-sale-dhaka-331,1320,2011
"Dhaka
195
views",Saloon,Honda,Reconditioned,"1,500 cc",Hybrid,"25,000 km","Honda Grace LX 2020 HV 25,000 KM",Grace,26/07/2025 21:42,"Tk 2,450,000",,Company,Baridhara,Automatic,"LX 2020 HV 25,000 KM",https://bikroy.com/en/ad/honda-grace-lx-2020-hv-25000-km-for-sale-dhaka,195,2020
"Dhaka
49
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","58,592 km",Toyota Sienta G NON HYBRID 2021,Sienta,26/07/2025 21:42,"Tk 3,150,000",,Company,Basundhara,Automatic,G NON HYBRID,https://bikroy.com/en/ad/toyota-sienta-g-non-hybrid-2021-for-sale-dhaka,49,2021
"Dhaka
214
views",Hatchback,Toyota,Reconditioned,"1,500 cc",Hybrid,"83,000 km",Toyota Aqua S STYLE BLACK 2020,Aqua,26/07/2025 21:42,"Tk 2,070,000",,Company,Baridhara,Automatic,S STYLE BLACK 2020,https://bikroy.com/en/ad/toyota-aqua-s-style-black-2020-for-sale-dhaka-10,214,2020
"Dhaka
1016
views",Saloon,Toyota,Used,"1,500 cc",Octane,"69,100 km",Toyota Premio Octane 2014,Premio,26/07/2025 21:42,"Tk 2,490,000",2014,Company,Banani,Automatic,Octane,https://bikroy.com/en/ad/toyota-premio-octane-2014-for-sale-dhaka,1016,2014
"Chattogram
1432
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","32,000 km",Toyota C-HR G-LED 4.5 POINT 2020,C-HR,26/07/2025 21:42,"Tk 3,449,998",,Company,Halishahar,Automatic,G-LED 4.5 POINT,https://bikroy.com/en/ad/toyota-c-hr-g-led-45-point-2020-for-sale-chattogram,1432,2020
"Chattogram
145
views",Saloon,Honda,Reconditioned,"1,500 cc","Hybrid, Octane","62,000 km",Honda Insight EX HYB PUSH 4POINT 2020,Insight,26/07/2025 21:42,"Tk 4,150,000",,Company,Agrabad,Automatic,EX HYB PUSH 4POINT,https://bikroy.com/en/ad/honda-insight-ex-hyb-push-4point-2020-for-sale-chattogram,145,2020
"Dhaka
2287
views",Saloon,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","17,000 km",Toyota Corolla Hybrid S 2021,Corolla,26/07/2025 21:42,"Tk 3,330,000",,Company,Baridhara,Automatic,Hybrid S,https://bikroy.com/en/ad/toyota-corolla-hybrid-s-2021-for-sale-dhaka,2287,2021
Dhaka,Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"41,596 km",Toyota Premio FL 2018,Premio,26/07/2025 21:40,"Tk 3,850,000",,Company,Gulshan,Automatic,FL,https://bikroy.com/en/ad/toyota-premio-fl-2018-for-sale-dhaka-167,,2018
"Chattogram
155
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","89,000 km",Toyota Allion silver 2005,Allion,26/07/2025 21:38,"Tk 1,280,000",2006,Company,Agrabad,Automatic,silver,https://bikroy.com/en/ad/toyota-allion-silver-2005-for-sale-chattogram-64,155,2005
"Dhaka
187
views",Hatchback,Toyota,Used,"1,500 cc","CNG, Octane","105,000 km",Toyota Wagon EE 103 2000,Wagon,26/07/2025 21:38,"Tk 420,000",2004,Company,Savar,Automatic,EE 103,https://bikroy.com/en/ad/toyota-wagon-ee-103-2000-for-sale-dhaka,187,2000
"Dhaka
1176
views",Saloon,Toyota,Used,"1,500 cc",Octane,"46,826 km",Toyota Allion . 2012,Allion,26/07/2025 21:38,"Tk 2,290,000",2015,Company,Banani,Automatic,.,https://bikroy.com/en/ad/toyota-allion-2012-for-sale-dhaka-1267,1176,2012
"Chattogram
656
views",Hatchback,Suzuki,Used,"1,000 cc","Petrol, Octane","52,000 km",Suzuki Wagon R VXI UTTARA MOTORS 2012,Wagon R,26/07/2025 21:38,"Tk 580,000",2012,Company,Agrabad,Manual,VXI UTTARA MOTORS,https://bikroy.com/en/ad/suzuki-wagon-r-vxi-uttara-motors-2012-for-sale-chattogram,656,2012
"Chattogram
1470
views",SUV / 4x4,Toyota,Used,"2,700 cc","Petrol, Octane","83,000 km",Toyota Prado TX-L 7SEAT SUNROOF 2001,Prado,26/07/2025 21:38,"Tk 1,750,000",2003,Company,Nasirabad,Automatic,TX-L 7SEAT SUNROOF,https://bikroy.com/en/ad/toyota-prado-tx-l-7seat-sunroof-2001-for-sale-chattogram,1470,2001
"Dhaka
37
views",SUV / 4x4,Nissan,Reconditioned,"2,000 cc","Hybrid, Octane","93,000 km",Nissan X-Trail 2Xi 2019,X-Trail,26/07/2025 21:36,"Tk 4,500,000",,Company,Tejgaon,Automatic,2Xi,https://bikroy.com/en/ad/nissan-x-trail-2xi-2019-for-sale-dhaka,37,2019
"Dhaka
1562
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","72,000 km",Toyota Allion A15 Super Fresh 2005,Allion,26/07/2025 21:36,"Tk 1,480,000",2007,Company,Banani,Automatic,A15 Super Fresh,https://bikroy.com/en/ad/toyota-allion-a15-super-fresh-2005-for-sale-dhaka-3,1562,2005
"Dhaka
94
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","59,431 km",Toyota C-HR Hybrid S 2020,C-HR,26/07/2025 21:34,"Tk 2,950,000",,Company,Rampura,Automatic,Hybrid S,https://bikroy.com/en/ad/toyota-c-hr-hybrid-s-2020-for-sale-dhaka-26,94,2020
"Dhaka
48
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","61,464 km",Toyota Noah Hybrid X 2022,Noah,26/07/2025 21:34,"Tk 3,850,000",,Company,Rampura,Automatic,Hybrid X,https://bikroy.com/en/ad/toyota-noah-hybrid-x-2022-for-sale-dhaka-2,48,2022
Dhaka,MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","83,000 km",Toyota Hiace Super GL Black Color 2020,Hiace,26/07/2025 21:34,"Tk 3,970,000",,Company,Mirpur,Automatic,Super GL Black Color,https://bikroy.com/en/ad/toyota-hiace-super-gl-black-color-2020-for-sale-dhaka,,2020
Dhaka Division,Saloon,Toyota,Used,"1,496 cc","CNG, Octane","362,582 km",Toyota Corolla G 2005,Corolla,26/07/2025 21:34,"Tk 1,200,000",2008,Company,Gazipur,Automatic,G Corolla,https://bikroy.com/en/ad/toyota-corolla-g-2005-for-sale-dhaka-division-1,,2005
"Dhaka
423
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","80,493 km",Toyota Allion . 2003,Allion,26/07/2025 21:34,"Tk 1,350,000",2007,Company,Banani,Automatic,.,https://bikroy.com/en/ad/toyota-allion-2003-for-sale-dhaka-3807,423,2003
"Chattogram
70
views",Estate,Toyota,Reconditioned,"1,500 cc",Hybrid,"97,000 km",Toyota Fielder WXB 2019,Fielder,26/07/2025 21:34,"Tk 2,750,000",,Company,Agrabad,Automatic,WXB 2019,https://bikroy.com/en/ad/toyota-fielder-wxb-2019-for-sale-chattogram,70,2019
"Chattogram
71
views",Estate,Toyota,Reconditioned,"1,500 cc",Hybrid,"127,000 km",Toyota Fielder G HYB PUSH 2019,Fielder,26/07/2025 21:34,"Tk 2,330,000",,Company,Agrabad,Automatic,G HYB PUSH,https://bikroy.com/en/ad/toyota-fielder-g-hyb-push-2019-for-sale-chattogram,71,2019
"Dhaka
21
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","32,145 km",Toyota Esquire hybrid 2020,Esquire,26/07/2025 21:31,"Tk 3,350,000",,Company,Rampura,Automatic,hybrid,https://bikroy.com/en/ad/toyota-esquire-hybrid-2020-for-sale-dhaka-19,21,2020
"Dhaka
2795
views",SUV / 4x4,Toyota,Used,"4,500 cc",Diesel,"69,450 km",Toyota Land Cruiser V8 (New Shape) 2015,Land Cruiser,26/07/2025 21:31,"Tk 15,800,000",2016,Company,Gulshan,Automatic,V8 (New Shape),https://bikroy.com/en/ad/toyota-land-cruiser-v8-new-shape-2015-for-sale-dhaka,2795,2015
"Dhaka
900
views",MPV,Toyota,Reconditioned,"1,500 cc",Octane,"79,241 km",Toyota LiteAce WHITE 2020,LiteAce,26/07/2025 21:31,"Tk 2,000,000",,Company,Baridhara,Automatic,WHITE 2020,https://bikroy.com/en/ad/toyota-liteace-white-2020-for-sale-dhaka,900,2020
"Dhaka
85
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"85,932 km",Toyota Esquire GI Premium Black 2020,Esquire,26/07/2025 21:31,"Tk 3,850,000",,Company,Mirpur,Automatic,GI Premium Black,https://bikroy.com/en/ad/toyota-esquire-gi-premium-black-2020-for-sale-dhaka-2,85,2020
"Khulna
248
views",Saloon,Toyota,Reconditioned,"1,500 cc",Petrol,"13,100 km",Toyota Axio BRONZE G NON-HYBRID 2019,Axio,26/07/2025 21:31,"Tk 3,250,000",,Company,Khulna Sadar,Automatic,BRONZE G NON-HYBRID,https://bikroy.com/en/ad/toyota-axio-bronze-g-non-hybrid-2019-for-sale-khulna,248,2019
"Chattogram
2854
views",Saloon,Audi,Used,"3,000 cc","Petrol, Octane","8,300 km",Audi A8 L 55TFSI 3.0L.Turbo 2021,A8,26/07/2025 21:31,"Tk 17,500,000",2023,Company,Agrabad,Automatic,L 55TFSI 3.0L.Turbo,https://bikroy.com/en/ad/audi-a8-l-55tfsi-30lturbo-2021-for-sale-chattogram,2854,2021
"Chattogram
158
views",SUV / 4x4,Toyota,Reconditioned,"2,500 cc",Hybrid,"83,000 km",Toyota Harrier Z LEATHER MOONROOF 2020,Harrier,26/07/2025 21:31,"Tk 6,849,997",,Company,Agrabad,Automatic,Z LEATHER MOONROOF,https://bikroy.com/en/ad/toyota-harrier-z-leather-moonroof-2020-for-sale-chattogram,158,2020
"Chattogram
4613
views",SUV / 4x4,Proton,Used,"1,500 cc","Petrol, Hybrid, Octane","7,000 km",Proton X90 7SEAT SUNROOF 2024,Other Model,26/07/2025 21:31,"Tk 4,450,000",2024,Company,Khulshi,Automatic,X90 7SEAT SUNROOF,https://bikroy.com/en/ad/proton-x90-7seat-sunroof-2024-for-sale-chattogram,4613,2024
"Dhaka
114
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","67,156 km",Toyota Voxy Hybrid X 2020,Voxy,26/07/2025 21:29,"Tk 2,800,000",,Company,Rampura,Automatic,Hybrid X,https://bikroy.com/en/ad/toyota-voxy-hybrid-x-2020-for-sale-dhaka-59,114,2020
Dhaka,Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","60,000 km",Toyota Axio EX White Hybrid 2020,Axio,26/07/2025 21:29,"Tk 2,800,000",,Company,Baridhara,Automatic,EX White Hybrid,https://bikroy.com/en/ad/toyota-axio-ex-white-hybrid-2020-for-sale-dhaka,,2020
"Dhaka
94
views",Saloon,Toyota,Used,"1,500 cc",Octane,"68,700 km",Toyota Axio WXB 2017,Axio,26/07/2025 21:29,"Tk 2,445,000",2022,Company,Tejgaon,Automatic,WXB,https://bikroy.com/en/ad/toyota-axio-wxb-2017-for-sale-dhaka-8,94,2017
"Dhaka
81
views",Hatchback,Nissan,Used,"1,000 cc","CNG, Octane","83,585 km",Nissan March 2001,March,26/07/2025 21:29,"Tk 650,000",2006,Company,Tejgaon,Automatic,,https://bikroy.com/en/ad/nissan-march-2001-for-sale-dhaka,81,2001
"Dhaka
714
views",Estate,Toyota,Reconditioned,"1,500 cc",Octane,"47,570 km",Toyota Fielder EX 4.0 BLACK 2020,Fielder,26/07/2025 21:29,"Tk 3,080,000",,Company,Baridhara,Automatic,EX 4.0 BLACK,https://bikroy.com/en/ad/toyota-fielder-ex-40-black-2020-for-sale-dhaka,714,2020
"Dhaka
643
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"85,842 km",Toyota Axio EX 4.0 BLACK 2020,Axio,26/07/2025 21:29,"Tk 3,080,000",,Company,Baridhara,Automatic,EX 4.0 BLACK,https://bikroy.com/en/ad/toyota-axio-ex-40-black-2020-for-sale-dhaka,643,2020
"Dhaka
116
views",Saloon,Nissan,Used,"2,369 cc",Octane,"56,000 km",Nissan Cefiro 2005,Cefiro,26/07/2025 21:29,"Tk 1,365,000",2005,Company,Uttara,Automatic,,https://bikroy.com/en/ad/nissan-cefiro-2005-for-sale-dhaka-5,116,2005
"Dhaka
93
views",Saloon,Toyota,Used,"1,500 cc",Octane,"78,300 km",Toyota Premio Octane 2015,Premio,26/07/2025 21:29,"Tk 2,575,000",,Company,Banani,Automatic,Octane,https://bikroy.com/en/ad/toyota-premio-octane-2015-for-sale-dhaka-5,93,2015
"Chattogram
16
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","85,000 km",Toyota Premio F G SUPER 2009,Premio,26/07/2025 21:29,"Tk 2,000,000",2011,Company,Halishahar,Automatic,F G SUPER,https://bikroy.com/en/ad/toyota-premio-f-g-super-2009-for-sale-chattogram-1,16,2009
"Chattogram
1351
views",SUV / 4x4,Honda,Used,"1,500 cc","Hybrid, Octane","45,700 km",Honda Vezel Rs hybrid 2017,Vezel,26/07/2025 21:27,"Tk 1,990,000",2021,Company,Agrabad,Automatic,Rs hybrid,https://bikroy.com/en/ad/honda-vezel-rs-hybrid-2017-for-sale-chattogram,1351,2017
"Dhaka
404
views",Hatchback,Honda,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","59,924 km",Honda Vezel Hybrid X 2021,Vezel,26/07/2025 21:27,"Tk 3,800,000",,Company,Rampura,Automatic,Hybrid X,https://bikroy.com/en/ad/honda-vezel-hybrid-x-2021-for-sale-dhaka-4,404,2021
Chattogram,Saloon,Toyota,Used,"1,500 cc",Octane,"69,000 km",Toyota Premio push start FEX 2016,Premio,26/07/2025 21:27,"Tk 2,800,000",2017,Company,Agrabad,Automatic,push start FEX,https://bikroy.com/en/ad/toyota-premio-push-start-fex-2016-for-sale-chattogram,,2016
"Dhaka
2172
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","49,000 km",Toyota Yaris Cross Hybrid Z Leather 2020,Yaris Cross,26/07/2025 21:27,"Tk 3,350,000",,Company,Baridhara,Automatic,Hybrid Z Leather,https://bikroy.com/en/ad/toyota-yaris-cross-hybrid-z-leather-2020-for-sale-dhaka-6,2172,2020
"Dhaka
1995
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","95,000 km",Toyota Hiace Ambulance 2020,Hiace,26/07/2025 21:25,"Tk 2,750,000",,Company,Baridhara,Automatic,Ambulance,https://bikroy.com/en/ad/toyota-hiace-ambulance-2020-for-sale-dhaka,1995,2020
"Chattogram
257
views",SUV / 4x4,Toyota,Used,"1,800 cc","Hybrid, Octane","56,000 km",Toyota Cross corolla 2022,Cross,26/07/2025 21:20,"Tk 4,200,000",2022,Individual,Nasirabad,Automatic,corolla,https://bikroy.com/en/ad/toyota-cross-corolla-2022-for-sale-chattogram-1,257,2022
"Dhaka
63
views",Saloon,Toyota,Used,"1,500 cc","Octane, LPG","61,568 km",Toyota Allion G 2011,Allion,26/07/2025 21:09,"Tk 2,180,000",2016,Company,Tejgaon,Automatic,G,https://bikroy.com/en/ad/toyota-allion-g-2011-for-sale-dhaka-708,63,2011
"Dhaka
65
views",Hatchback,Toyota,Used,"1,000 cc",Octane,"77,436 km",Toyota Vitz Push Start 2009,Vitz,26/07/2025 21:09,"Tk 960,000",2014,Company,Tejgaon,Automatic,Push Start,https://bikroy.com/en/ad/toyota-vitz-push-start-2009-for-sale-dhaka-3,65,2009
"Dhaka
3
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","21,000 km",Toyota Corolla Cross Full Load 4.5 Point 2022,Corolla Cross,26/07/2025 21:09,"Tk 4,800,000",,Company,Mirpur,Automatic,Full Load 4.5 Point,https://bikroy.com/en/ad/toyota-corolla-cross-full-load-45-point-2022-for-sale-dhaka,3,2022
"Dhaka
8
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","79,000 km",Toyota Hiace Super GL 4.5 Point 2021,Hiace,26/07/2025 21:09,"Tk 4,300,000",,Company,Mirpur,Automatic,Super GL 4.5 Point,https://bikroy.com/en/ad/toyota-hiace-super-gl-45-point-2021-for-sale-dhaka,8,2021
"Dhaka
74
views",Saloon,Toyota,Used,"1,500 cc","Octane, LPG","56,345 km",Toyota Allion G 2017,Allion,26/07/2025 21:09,"Tk 3,020,000",2021,Company,Tejgaon,Automatic,G,https://bikroy.com/en/ad/toyota-allion-g-2017-for-sale-dhaka-40,74,2017
"Dhaka
1279
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","61,712 km",Toyota Allion . 2010,Allion,26/07/2025 21:02,"Tk 2,150,000",2014,Company,Banani,Automatic,.,https://bikroy.com/en/ad/toyota-allion-2010-for-sale-dhaka-2405,1279,2010
"Chattogram
82
views",Saloon,Toyota,Reconditioned,"1,800 cc",Hybrid,"22,000 km",Toyota Prius S Black 4.5/22000 km 2020,Prius,26/07/2025 21:00,"Tk 3,180,000",,Company,Agrabad,Automatic,S Black 4.5/22000 km,https://bikroy.com/en/ad/toyota-prius-s-black-45-22000-km-2020-for-sale-chattogram-4,82,2020
"Dhaka
240
views",Saloon,Nissan,Used,"1,600 cc","CNG, Octane","110,000 km",Nissan Sunny 2007,Sunny,26/07/2025 21:00,"Tk 725,000",2007,Company,Uttara,Automatic,,https://bikroy.com/en/ad/nissan-sunny-2007-for-sale-dhaka-326,240,2007
Dhaka,Saloon,Toyota,Used,"1,331 cc","CNG, Octane","150,000 km",Toyota Corolla 1997,Corolla,26/07/2025 20:58,"Tk 625,000",2003,Company,Uttara,Automatic,,https://bikroy.com/en/ad/toyota-corolla-1997-for-sale-dhaka-947,,1997
Dhaka,Saloon,Toyota,Used,"1,500 cc","Octane, LPG","69,524 km",Toyota Premio F 2005,Premio,26/07/2025 20:56,"Tk 1,785,000",2008,Company,Tejgaon,Automatic,F,https://bikroy.com/en/ad/toyota-premio-f-2005-for-sale-dhaka-2159,,2005
"Dhaka
470
views",Saloon,Toyota,Used,"1,496 cc",Octane,"110,000 km",Toyota Premio 2007,Premio,26/07/2025 20:54,"Tk 1,895,000",2009,Company,Uttara,Automatic,,https://bikroy.com/en/ad/toyota-premio-2007-for-sale-dhaka-866,470,2007
Dhaka,Saloon,Toyota,Used,"1,500 cc","Octane, LPG","26,308 km",Toyota Premio F 2005,Premio,26/07/2025 20:51,"Tk 1,795,000",2020,Company,Tejgaon,Automatic,F,https://bikroy.com/en/ad/toyota-premio-f-2005-for-sale-dhaka-2158,,2005
"Dhaka
4007
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","13,580 km",Toyota Esquire 2020,Esquire,26/07/2025 20:51,"Tk 4,320,000",,Company,Baridhara,Automatic,,https://bikroy.com/en/ad/toyota-esquire-2020-for-sale-dhaka-80,4007,2020
"Chattogram
700
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"44,950 km",Toyota Premio 2021,Premio,26/07/2025 20:51,"Tk 4,950,000",2021,Company,Agrabad,Automatic,,https://bikroy.com/en/ad/toyota-premio-2021-for-sale-chattogram-2,700,2021
"Dhaka
45
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","92,453 km",Toyota 110 1997,Other Model,26/07/2025 20:49,"Tk 630,000",2001,Company,Tejgaon,Automatic,110,https://bikroy.com/en/ad/toyota-110-1997-for-sale-dhaka-23,45,1997
Dhaka,Saloon,Toyota,Used,"1,500 cc",Octane,"59,300 km",Toyota Allion G Push All Original 2014,Allion,26/07/2025 20:49,"Tk 2,440,000",2018,Company,Banani,Automatic,G Push All Original,https://bikroy.com/en/ad/toyota-allion-g-push-all-original-2014-for-sale-dhaka-1,,2014
"Dhaka
22
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","20,000 km",Toyota Corolla Touring S LowMileage 2020,Corolla,26/07/2025 20:45,"Tk 2,880,000",,Company,Uttara,Automatic,Touring S LowMileage,https://bikroy.com/en/ad/toyota-corolla-touring-s-lowmileage-2020-for-sale-dhaka,22,2020
Dhaka,Saloon,Toyota,Used,"1,500 cc","CNG, Octane","54,384 km",Toyota Premio G Superior 2011,Premio,26/07/2025 20:45,"Tk 2,475,000",2015,Company,Tejgaon,Automatic,G Superior,https://bikroy.com/en/ad/toyota-premio-g-superior-2011-for-sale-dhaka-3007,,2011
"Dhaka
47
views",SUV / 4x4,Toyota,Used,"1,500 cc","Hybrid, Octane","27,586 km",Toyota Cross Z Package 2020,Cross,26/07/2025 20:42,"Tk 3,150,000",2024,Company,Farmgate,Automatic,Z Package,https://bikroy.com/en/ad/toyota-cross-z-package-2020-for-sale-dhaka,47,2020
"Dhaka
48
views",SUV / 4x4,Hyundai,Used,"1,500 cc",Octane,"35,276 km",Hyundai Creta Luxury 2022,Other Model,26/07/2025 20:36,"Tk 3,200,000",2023,Company,Banani,Automatic,Creta Luxury,https://bikroy.com/en/ad/hyundai-creta-luxury-2022-for-sale-dhaka-3,48,2022
"Dhaka
86
views",SUV / 4x4,Nissan,Used,"1,500 cc","Petrol, Octane","65,849 km",Nissan Juke G-PKG ( PUSH ) 2011,Juke,26/07/2025 20:36,"Tk 1,450,000",2016,Company,Mirpur,Automatic,G-PKG ( PUSH ),https://bikroy.com/en/ad/nissan-juke-g-pkg-push-2011-for-sale-dhaka,86,2011
Dhaka,SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","60,000 km",Toyota C-HR G Mode Nero 4.5 2020,C-HR,26/07/2025 20:33,"Tk 3,600,000",,Company,Mirpur,Automatic,G Mode Nero 4.5,https://bikroy.com/en/ad/toyota-c-hr-g-mode-nero-45-2020-for-sale-dhaka,,2020
"Dhaka
1358
views",SUV / 4x4,Toyota,Used,"2,700 cc",Octane,"64,737 km",Toyota Prado TX 2011,Prado,26/07/2025 20:33,"Tk 6,950,000",2015,Company,Tejgaon,Automatic,TX,https://bikroy.com/en/ad/toyota-prado-tx-2011-for-sale-dhaka-3,1358,2011
Dhaka,Saloon,Toyota,Used,"1,500 cc",Octane,"62,300 km",Toyota Allion A15 Push Start Octne 2013,Allion,26/07/2025 20:33,"Tk 2,420,000",2015,Company,Banani,Automatic,A15 Push Start Octne,https://bikroy.com/en/ad/toyota-allion-a15-push-start-octne-2013-for-sale-dhaka,,2013
"Dhaka
340
views",SUV / 4x4,Nissan,Used,"1,500 cc",Octane,"52,411 km",Nissan Juke G - Edition 2011,Juke,26/07/2025 20:29,"Tk 1,340,000",2016,Company,Tejgaon,Automatic,G - Edition,https://bikroy.com/en/ad/nissan-juke-g-edition-2011-for-sale-dhaka-130,340,2011
Khulna Division,Hatchback,Suzuki,Used,"1,298 cc","Octane, LPG","114,900 km",Suzuki Swift Manual Gear (2007) 2007,Swift,26/07/2025 20:27,"Tk 385,000",2007,Individual,Kushtia,Manual,Manual Gear (2007),https://bikroy.com/en/ad/suzuki-swift-manual-gear-2007-2007-for-sale-khulna-division,,2007
"Dhaka
158
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","89,432 km",Toyota Carina Ti Full Fresh 1997,Carina,26/07/2025 20:27,"Tk 790,000",2002,Company,Mohammadpur,Automatic,Ti Full Fresh,https://bikroy.com/en/ad/toyota-carina-ti-full-fresh-1997-for-sale-dhaka,158,1997
"Dhaka
101
views",Estate,Toyota,Used,"1,500 cc",Octane,"89,432 km",Toyota Avanza 7 Seat Duel AC 2010,Avanza,26/07/2025 20:27,"Tk 1,390,000",2010,Company,Mohammadpur,Automatic,7 Seat Duel AC,https://bikroy.com/en/ad/toyota-avanza-7-seat-duel-ac-2010-for-sale-dhaka-3,101,2010
"Dhaka
261
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","87,943 km",Toyota Fielder X New Shape 2004,Fielder,26/07/2025 20:27,"Tk 1,330,000",2009,Company,Mohammadpur,Automatic,X New Shape,https://bikroy.com/en/ad/toyota-fielder-x-new-shape-2004-for-sale-dhaka-74,261,2004
"Dhaka
78
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","72,353 km",Toyota Fielder X LTD 2012,Fielder,26/07/2025 20:27,"Tk 1,730,000",2017,Company,Mohammadpur,Automatic,X LTD,https://bikroy.com/en/ad/toyota-fielder-x-ltd-2012-for-sale-dhaka-20,78,2012
"Dhaka
165
views",Estate,Toyota,Used,"1,500 cc",Octane,"51,257 km",Toyota Fielder G 2013,Fielder,26/07/2025 20:27,"Tk 1,850,000",2018,Company,Mohammadpur,Automatic,G,https://bikroy.com/en/ad/toyota-fielder-g-2013-for-sale-dhaka-75,165,2013
"Dhaka
443
views",Saloon,Nissan,Used,"1,500 cc","CNG, Octane","67,832 km",Nissan Sunny Ti Shape 2004,Sunny,26/07/2025 20:27,"Tk 830,000",2008,Company,Mohammadpur,Automatic,Ti Shape,https://bikroy.com/en/ad/nissan-sunny-ti-shape-2004-for-sale-dhaka-8,443,2004
"Dhaka
117
views",SUV / 4x4,Nissan,Used,"2,000 cc",Octane,"52,843 km",Nissan X-Trail 4X4 2014,X-Trail,26/07/2025 20:27,"Tk 2,850,000",2016,Company,Mohammadpur,Automatic,4X4,https://bikroy.com/en/ad/nissan-x-trail-4x4-2014-for-sale-dhaka,117,2014
"Dhaka
113
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","75,355 km",Toyota Fielder X LTD 2011,Fielder,26/07/2025 20:27,"Tk 1,595,000",2016,Company,Mohammadpur,Automatic,X LTD,https://bikroy.com/en/ad/toyota-fielder-x-ltd-2011-for-sale-dhaka-8,113,2011
"Dhaka
283
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","78,654 km",Toyota Axio X LTD 2007,Axio,26/07/2025 20:27,"Tk 1,350,000",2012,Company,Mohammadpur,Automatic,X LTD,https://bikroy.com/en/ad/toyota-axio-x-ltd-2007-for-sale-dhaka-15,283,2007
"Dhaka
411
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","89,318 km",Toyota Probox GL ALL AUTO 2004,Probox,26/07/2025 20:27,"Tk 795,000",2009,Company,Mohammadpur,Automatic,GL ALL AUTO,https://bikroy.com/en/ad/toyota-probox-gl-all-auto-2004-for-sale-dhaka-7,411,2004
"Dhaka
122
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","61,188 km",Toyota Allion A15 Full Fresh 2004,Allion,26/07/2025 20:27,"Tk 1,490,000",2009,Company,Mohammadpur,Automatic,A15 Full Fresh,https://bikroy.com/en/ad/toyota-allion-a15-full-fresh-2004-for-sale-dhaka-5,122,2004
"Dhaka
440
views",Hatchback,Toyota,Used,"1,300 cc","CNG, Octane","63,222 km",Toyota ist Full Fresh 2004,ist,26/07/2025 20:27,"Tk 930,000",2009,Company,Mohammadpur,Automatic,Full Fresh,https://bikroy.com/en/ad/toyota-ist-full-fresh-2004-for-sale-dhaka-1,440,2004
"Dhaka
159
views",Saloon,Toyota,Used,"1,500 cc",Octane,"67,843 km",Toyota Premio F Full Fresh 2006,Premio,26/07/2025 20:27,"Tk 1,690,000",2010,Company,Mohammadpur,Automatic,F Full Fresh,https://bikroy.com/en/ad/toyota-premio-f-full-fresh-2006-for-sale-dhaka-3,159,2006
